ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,MULTI_FACTOR_SCORE,FACTOR_RANK
2112,HINDCOMPOS,Consumer Cyclical,Auto Parts,5962983936,-0.5328,-2.6000000000000005,10.65,-14.18,5.12,16.09,-29.49,5.4,8,18.26,32.99,17.44,2.3433333333333337,39.69,31.36,38.54,27.89,1956
1943,3MINDIA,Unknown,Unknown,0,-0.4297,1.42,-8.21,7.39,-2.56,-5.03,23.69,5.29,9,29.1,15.92,24.05,-0.06666666666666672,23.43,66.91,22.51,27.85,1957
2065,AEGISVOPAK,Energy,Oil & Gas Equipment & Services,213709422592,-0.5009,-4.786,-20.5,2.93,-9.93,-6.83,6.05,9.82,4,13.92,9.03,19.28,-4.61,7.04,89.68,85.04,27.84,1958
1997,GICL,Industrials,Integrated Freight & Logistics,4681940992,-0.4567,-4.256,-21.33,5.35,-10.66,-3.19,10.7,9.47,5,14.94,8.8,21.94,-2.8333333333333335,10.91,82.95,75.56,27.83,1959
1992,BAWEJA,Unknown,Unknown,1543261312,-0.4541,1.4079999999999997,10.9,-9.35,8.58,6.84,-11.88,5.29,9,29.06,33.22,22.14,2.0233333333333334,37.04,17.29,22.51,27.72,1960
2100,YCCL,Unknown,Unknown,482598016,-0.5246,-2.256,-7.39,0.87,-4.34,3.81,1.48,5.29,9,19.2,16.46,17.91,0.11333333333333344,24.52,97.58,22.51,27.7,1961
1780,MOL,Basic Materials,Agricultural Inputs,12151132160,-0.3494,0.236,1.3,-0.52,0.74,0.79,-0.91,8.42,6,25.46,24.33,30.43,0.33666666666666667,26.05,1.45,59.82,27.68,1962
2093,TECHLABS,Unknown,Unknown,12252274688,-0.521,1.9399999999999973,25.41,-17.8,15.1,0.28,-29.95,5.29,9,30.35,51.9,18.19,-0.806666666666667,19.36,31.6,22.51,27.68,1963
1961,HDBFS,Financial Services,Credit Services,546802892800,-0.4377,2.134,-2.29,6.34,-0.67,-5.67,21.71,4.49,11,30.84,21.06,23.37,0.0,24.03,69.79,7.18,27.67,1964
1870,OMAXE,Real Estate,Real Estate - Development,13678571520,-0.3917,2.672,8.7,-0.46,4.76,3.58,-0.84,4.83,10,32.58,30.66,26.91,2.6266666666666665,41.49,1.37,13.12,27.59,1965
1914,NAUKRI,Communication Services,Internet Content & Information,650360717312,-0.4128,1.768,11.23,-0.41,3.22,8.32,-1.43,3.68,12,29.96,33.85,25.19,3.7100000000000004,49.24,2.35,1.41,27.59,1966
1879,JMFINANCIL,Financial Services,Capital Markets,113580359680,-0.394,3.064,13.31,-0.74,5.6,1.74,-1.76,4.49,11,33.59,36.72,26.55,2.1999999999999997,38.37,2.95,7.18,27.55,1967
1963,RAILTEL,Communication Services,Telecom Services,99908116480,-0.4394,3.2379999999999995,15.89,-3.65,7.83,2.29,-7.41,3.68,12,34.06,39.85,23.27,2.1566666666666667,38.13,11.26,1.41,27.5,1968
1976,IT,Unknown,Unknown,0,-0.446,0.2680000000000002,13.28,-4.52,3.46,5.54,-17.35,5.29,9,25.58,36.68,22.76,1.4933333333333334,33.16,22.59,22.51,27.45,1969
1920,MEP,Industrials,Infrastructure Operations,166935904,-0.4156,-0.5599999999999996,-25.84,6.37,-5.18,-11.09,31.77,9.47,5,23.07,7.04,24.95,-3.2999999999999994,9.91,59.44,75.56,27.39,1970
2035,ABREL,Real Estate,Real Estate Services,138277584896,-0.4776,0.2719999999999998,14.81,-9.25,6.62,8.83,-20.69,4.83,10,25.62,38.64,20.45,2.066666666666667,37.37,25.66,13.12,27.38,1971
1998,ESFL,Unknown,Unknown,3868680448,-0.457,1.7020000000000004,14.2,-8.6,8.57,3.18,-14.25,5.29,9,29.8,38.09,21.9,1.0500000000000003,30.04,19.67,22.51,27.37,1972
1885,ANDHRAPAP,Basic Materials,Paper & Paper Products,12394333184,-0.3972,-1.1220000000000003,0.98,-3.18,0.25,3.6,-12.48,8.42,6,21.74,24.01,26.32,0.2233333333333333,25.22,18.07,59.82,27.36,1973
1809,INDIANHUME,Industrials,Engineering & Construction,15886186496,-0.3633,-1.35,-2.88,-1.62,-1.17,1.86,-3.99,9.47,5,21.39,20.47,29.29,-0.31,21.94,7.18,75.56,27.33,1974
1926,GLOBUSSPR,Consumer Defensive,Beverages - Wineries & Distilleries,24834217984,-0.4174,-0.0860000000000003,5.95,-4.04,2.55,3.83,-9.42,6.87,7,24.48,28.0,24.74,0.7799999999999999,28.29,14.12,49.8,27.33,1975
2069,PENINLAND,Real Estate,Real Estate - Development,5566400000,-0.5023,-1.354,10.21,-12.82,6.29,16.98,-20.81,4.83,10,21.35,32.42,19.12,3.483333333333333,47.48,25.77,13.12,27.3,1976
2078,EMKAYTOOLS,Unknown,Unknown,9432895488,-0.5092,-0.9700000000000016,14.6,-13.63,7.47,11.69,-26.63,5.29,9,22.1,38.37,18.77,1.8433333333333328,35.75,29.66,22.51,27.23,1977
1966,CRAMC,Financial Services,Asset Management,49720745984,-0.4401,1.1899999999999995,10.93,-4.36,4.89,7.91,-9.75,4.49,11,28.28,33.36,23.15,2.813333333333333,43.0,14.55,7.18,27.22,1978
1986,DEVYANI,Consumer Cyclical,Restaurants,140641435648,-0.4502,1.134,-11.36,10.5,-5.11,-9.41,23.35,5.4,8,28.06,13.84,22.37,-1.34,16.54,67.54,38.54,27.2,1979
1942,ZOTA,Healthcare,Biotechnology,34130302976,-0.4287,-4.878,0.51,-12.54,0.23,5.47,-27.57,11.7,2,13.61,23.68,24.09,-2.28,13.18,30.47,92.14,27.19,1980
1934,FOODSIN,Consumer Defensive,Packaged Foods,3947909376,-0.4237,-0.5280000000000002,4.05,-4.71,2.26,5.94,-8.44,6.87,7,23.23,26.55,24.42,1.1633333333333333,30.76,12.83,49.8,27.15,1981
1949,BESTAGRO,Basic Materials,Agricultural Inputs,5674737664,-0.4322,-1.936,5.77,-9.85,3.34,6.63,-17.02,8.42,6,19.91,27.81,23.82,0.040000000000000036,24.17,22.21,59.82,27.14,1982
2106,INDBANK,Financial Services,Capital Markets,1454273664,-0.528,0.0879999999999999,-0.69,0.7,-0.32,-2.89,1.51,4.49,11,25.11,22.64,17.68,-0.8366666666666668,19.08,97.54,7.18,27.13,1983
2031,PVRINOX,Communication Services,Entertainment,96397991936,-0.4739,2.398,2.07,5.05,0.63,-7.14,16.61,3.68,12,31.56,25.05,20.61,-0.48666666666666664,21.04,74.97,1.41,27.07,1984
1756,ORIENTTECH,Technology,Information Technology Services,12170632192,-0.3401,-3.3920000000000003,-4.99,-3.41,-3.38,1.94,-5.03,11.7,3,16.58,18.4,31.35,-1.6166666666666665,15.41,8.49,92.14,27.06,1985
1999,RADAAN,Communication Services,Entertainment,175483392,-0.4571,2.436,14.62,-4.65,7.16,4.45,-9.5,3.68,12,31.74,38.42,21.86,2.32,39.5,14.31,1.41,27.05,1986
1964,DIGJAMLMTD,Consumer Cyclical,Textile Manufacturing,879000000,-0.4398,1.944,10.99,-3.45,5.54,-1.26,-6.84,5.4,8,30.43,33.44,23.23,0.2766666666666666,25.62,10.79,38.54,26.97,1987
1760,RSSOFTWARE,Technology,Information Technology Services,829440256,-0.3416,-3.1,-5.01,-2.98,-3.18,0.3,-4.69,11.7,3,17.36,18.3,31.21,-1.9533333333333334,14.43,7.94,92.14,26.91,1988
1930,CAPACITE,Industrials,Engineering & Construction,18576508928,-0.421,-4.49,-5.62,-6.8,-2.95,12.31,-12.96,9.47,5,14.63,17.68,24.56,0.8533333333333335,28.94,18.46,75.56,26.91,1989
1872,DIGITIDE,Industrials,Specialty Business Services,12792215552,-0.3918,-2.462,-2.42,-4.25,-1.27,4.61,-8.08,9.47,5,18.64,20.92,26.81,-0.30333333333333307,22.02,12.06,75.56,26.73,1990
2124,PVP,Industrials,Conglomerates,7374631936,-0.5407,-7.778,3.84,-22.79,2.23,22.9,-39.26,9.47,5,9.86,26.32,16.97,0.7799999999999999,28.29,33.48,75.56,26.72,1991
1944,DOMS,Industrials,Business Equipment & Supplies,131748298752,-0.4298,-2.682,-1.94,-5.85,-0.57,3.87,-19.93,9.47,5,18.11,21.47,24.01,-0.85,19.01,25.15,75.56,26.72,1992
1839,PFIZER,Healthcare,Drug Manufacturers - General,206564720640,-0.3762,-3.316,-12.48,-3.34,-3.3,2.65,-12.63,11.7,2,16.74,12.98,28.12,-1.3299999999999998,16.66,18.22,92.14,26.69,1993
1941,INFY,Technology,Information Technology Services,4867370254336,-0.4286,-4.964,-8.96,-8.48,-2.62,7.21,-28.99,11.7,3,13.49,15.21,24.13,-1.296666666666667,16.7,31.25,92.14,26.69,1994
2122,PATANJALI,Consumer Defensive,Packaged Foods,488729935872,-0.5387,-2.128,-18.53,1.4,-4.48,-2.47,5.79,6.87,7,19.55,10.05,17.05,-1.8500000000000003,14.78,90.05,49.8,26.62,1995
2105,MASFIN,Financial Services,Credit Services,55252553728,-0.5278,-0.4539999999999998,-4.97,1.34,-1.65,0.08,4.03,4.49,11,23.43,18.46,17.72,-0.0766666666666666,23.27,93.68,7.18,26.62,1996
1887,UMAEXPORTS,Consumer Defensive,Farm Products,851331584,-0.399,0.0219999999999999,1.04,-0.92,0.65,3.88,-1.47,6.87,7,24.87,24.09,26.24,1.2033333333333334,31.19,2.46,49.8,26.61,1997
1923,RECLTD,Financial Services,Credit Services,872650375168,-0.417,1.9439999999999995,13.35,-1.47,4.22,3.11,-4.65,4.49,11,30.39,36.8,24.83,1.9533333333333331,36.45,7.86,7.18,26.6,1998
2114,MSUMI,Consumer Cyclical,Auto Parts,249682083840,-0.5342,-0.8179999999999998,-9.93,2.77,-3.21,-4.66,8.57,5.4,8,22.6,14.35,17.36,-1.7,15.33,86.04,38.54,26.54,1999
1960,HYUNDAI,Consumer Cyclical,Auto Manufacturers,1529527402496,-0.4377,1.0720000000000005,-19.89,11.14,-5.64,-6.4,39.29,5.4,8,27.88,9.46,23.37,-0.2999999999999998,22.12,53.5,38.54,26.47,2000
1901,AWHCL,Industrials,Waste Management,13114809344,-0.4078,-3.2380000000000004,-2.22,-5.98,-1.41,6.72,-9.42,9.47,5,16.89,21.14,25.69,-0.2233333333333336,22.57,14.12,75.56,26.45,2001
2067,ESTER,Basic Materials,Specialty Chemicals,9661892608,-0.502,-3.1819999999999995,-15.76,3.55,-7.67,-7.5,7.29,8.42,6,17.05,11.5,19.2,-3.8733333333333335,8.53,88.19,59.82,26.44,2002
1922,ORIENTHOT,Consumer Cyclical,Lodging,17581303808,-0.4169,2.006,8.87,-0.43,3.63,-1.55,-1.05,5.4,8,30.54,30.93,24.87,0.5499999999999999,27.14,1.8,38.54,26.43,2003
2113,UTKARSHBNK,Financial Services,Banks - Regional,23204988928,-0.5329,-0.6039999999999999,-4.12,1.37,-1.92,-0.54,2.94,4.49,11,22.92,19.24,17.4,-0.3633333333333333,21.78,95.33,7.18,26.43,2004
2023,NIRAJISPAT,Consumer Cyclical,Apparel Manufacturing,131394000,-0.4687,-1.0120000000000005,-13.97,12.95,-10.32,-5.75,17.53,5.4,8,22.06,12.28,20.92,-1.0400000000000003,18.34,73.99,38.54,26.41,2005
2005,INDOFARM,Industrials,Farm & Heavy Construction Machinery,6072760832,-0.4601,-4.648,-0.57,-11.17,-0.3,10.8,-21.18,9.47,5,14.43,22.72,21.63,-0.2233333333333333,22.62,26.05,75.56,26.39,2006
2116,MFSL,Financial Services,Insurance - Life,557894729728,-0.5349,-0.8539999999999999,-8.29,1.36,-2.33,2.06,4.84,4.49,11,22.37,15.78,17.29,0.36333333333333334,26.2,92.14,7.18,26.33,2007
1797,NEWGEN,Technology,Software - Infrastructure,62321922048,-0.357,-3.962,-7.25,-3.65,-4.17,3.1,-6.35,11.7,3,15.45,16.52,29.76,-1.5733333333333335,15.55,9.93,92.14,26.32,2008
1952,THELEELA,Consumer Cyclical,Lodging,136855937024,-0.4327,0.604,6.4,-1.04,1.7,3.12,-3.91,5.4,8,26.44,28.43,23.7,1.26,31.4,7.06,38.54,26.32,2009
1904,AFFORDABLE,Industrials,Specialty Industrial Machinery,2146709120,-0.4081,-3.506,-4.5,-4.94,-2.55,7.52,-8.72,9.47,5,16.31,18.89,25.58,0.009999999999999787,24.09,13.18,75.56,26.18,2010
2041,ZUARIIND,Industrials,Conglomerates,7463164928,-0.4815,-4.784000000000001,-4.69,-9.74,-1.48,11.08,-30.84,9.47,5,14.04,18.71,20.24,-0.046666666666666856,23.58,32.15,75.56,26.16,2011
2034,INDIQUBE,Real Estate,Real Estate Services,33156427776,-0.4775,1.4300000000000004,-4.21,6.11,-1.69,-8.52,15.22,4.83,10,29.14,19.12,20.49,-1.3666666666666665,16.27,77.0,13.12,26.09,2012
2171,BANARBEADS,Consumer Cyclical,Footwear & Accessories,711325952,-0.5759,-2.28,-9.31,0.84,-4.36,-3.11,1.79,5.4,8,19.12,14.9,15.13,-2.2100000000000004,13.38,96.95,38.54,26.07,2013
2007,ABLBL,Consumer Cyclical,Apparel Retail,120528551936,-0.4606,0.746,9.57,-3.85,3.81,1.17,-9.67,5.4,8,26.87,31.7,21.55,0.37666666666666665,26.24,14.43,38.54,26.06,2014
1819,VIVIMEDLAB,Healthcare,Drug Manufacturers - Specialty & Generic,532307328,-0.3669,-7.084,-0.87,-9.37,-5.56,12.43,-1.46,11.7,2,10.87,22.45,28.9,-0.8333333333333334,19.16,2.42,92.14,26.06,2015
1929,CCCL,Industrials,Engineering & Construction,6616507904,-0.4206,-2.494,0.5,-6.64,0.27,2.36,-12.19,9.47,5,18.54,23.62,24.6,-1.3366666666666667,16.58,17.68,75.56,26.04,2016
1890,CONCOR,Industrials,Railroads,353466875904,-0.4021,-0.8620000000000001,0.74,-2.47,0.21,-5.47,-8.69,9.47,5,22.25,23.86,26.12,-2.5766666666666667,12.1,13.12,75.56,25.85,2017
2075,MASTERTR,Financial Services,Capital Markets,9854812160,-0.505,3.4120000000000004,1.22,7.36,0.78,-20.39,11.51,4.49,11,34.92,24.29,18.89,-4.083333333333333,7.98,81.76,7.18,25.84,2018
2049,APS,Unknown,Unknown,10267761664,-0.4897,1.868,16.99,-9.97,9.76,-1.55,-17.36,5.29,9,30.23,41.26,19.91,-0.586666666666667,20.45,22.66,22.51,25.82,2019
1988,MUTHOOTFIN,Financial Services,Credit Services,1303327277056,-0.4511,1.0279999999999994,10.08,-3.58,4.1,6.19,-8.8,4.49,11,27.57,32.34,22.29,2.236666666666667,38.83,13.22,7.18,25.75,2020
1849,GANDHITUBE,Industrials,Metal Fabrication,10159072256,-0.3788,0.2399999999999999,2.08,-0.87,0.98,-9.49,-1.85,9.47,5,25.5,25.11,27.73,-3.126666666666667,10.36,3.17,75.56,25.74,2021
2094,MOXSH,Unknown,Unknown,1478928000,-0.5223,0.8239999999999998,22.24,-12.13,9.46,-1.54,-28.51,5.29,9,26.98,48.1,18.15,-1.4033333333333333,16.07,30.9,22.51,25.7,2022
1905,GMBREW,Consumer Defensive,Beverages - Wineries & Distilleries,20652476416,-0.4082,0.464,3.11,-0.82,1.32,-0.06,-1.93,6.87,7,25.89,25.66,25.54,0.1466666666666667,24.76,3.36,49.8,25.68,2023
2201,WHIRLPOOL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",105445416960,-0.5948,-1.9,-9.11,0.11,-3.24,-5.95,0.31,5.4,8,19.98,15.02,13.96,-3.026666666666667,10.44,99.47,38.54,25.63,2024
1953,VINATIORGA,Basic Materials,Specialty Chemicals,135609769984,-0.433,-0.5659999999999994,-25.45,8.71,-6.75,-10.72,32.84,8.42,6,23.03,7.24,23.66,-2.92,10.64,58.74,59.82,25.59,2025
1932,DICIND,Basic Materials,Specialty Chemicals,4572507136,-0.4231,-1.658,-0.25,-4.01,-0.09,2.78,-10.97,8.42,6,20.61,22.98,24.48,-0.43999999999999995,21.39,16.09,59.82,25.56,2026
2133,HMAAGRO,Consumer Defensive,Packaged Foods,11552757760,-0.5454,-2.498,-14.67,2.77,-6.01,-6.54,6.76,6.87,7,18.5,11.97,16.62,-3.26,9.97,88.82,49.8,25.51,2027
1950,EDELWEISS,Financial Services,Financial Conglomerates,105206996992,-0.4323,1.5159999999999998,7.92,-1.19,3.32,4.76,-2.84,4.49,11,29.45,29.92,23.76,2.2966666666666664,39.3,5.16,7.18,25.41,2028
1989,TRIDENT,Consumer Cyclical,Textile Manufacturing,123415044096,-0.4513,0.5819999999999997,5.72,-1.86,2.21,2.02,-4.81,5.4,8,26.36,27.77,22.25,0.79,28.51,8.06,38.54,25.36,2029
2108,TITAN,Consumer Cyclical,Luxury Goods,3570002296832,-0.5299,-1.7360000000000004,7.23,-7.28,1.96,7.53,-26.85,5.4,8,20.38,29.25,17.6,0.7366666666666667,28.12,29.84,38.54,25.32,2030
2028,BAJAJHCARE,Healthcare,Drug Manufacturers - Specialty & Generic,9896821760,-0.471,-7.276000000000002,-8.51,-12.64,-3.7,12.35,-29.08,11.7,2,10.48,15.57,20.77,-1.33,16.62,31.29,92.14,25.29,2031
1975,TPHQ,Industrials,Engineering & Construction,548109824,-0.4459,-4.884,-4.69,-7.74,-2.98,10.16,-12.18,9.47,5,13.57,18.71,22.8,-0.18666666666666684,22.88,17.64,75.56,25.12,2032
2071,LAL,Consumer Cyclical,Apparel Manufacturing,1309342976,-0.5029,-1.4980000000000002,3.66,-6.58,1.89,9.06,-12.74,5.4,8,20.81,26.16,19.05,1.4566666666666668,32.85,18.3,38.54,25.1,2033
2176,ZENITHEXPO,Consumer Cyclical,Textile Manufacturing,1054535168,-0.5792,-3.120000000000001,10.75,-15.75,5.3,13.12,-31.95,5.4,8,17.25,33.12,14.94,0.89,29.1,32.46,38.54,25.07,2034
1884,RELTD,Technology,Solar,22422728704,-0.3971,-4.802,-10.82,-4.52,-4.99,3.68,-9.8,11.7,3,13.88,14.04,26.36,-1.9433333333333334,14.47,14.65,92.14,25.04,2035
1865,VESUVIUS,Industrials,Specialty Industrial Machinery,96254156800,-0.3872,-1.666,-5.84,-0.79,-2.25,-0.28,-2.05,9.47,5,20.57,17.5,27.1,-1.1066666666666667,17.83,3.58,75.56,25.0,2036
1987,AKI,Consumer Cyclical,Footwear & Accessories,496420608,-0.4505,0.7139999999999997,3.52,-1.5,2.19,2.16,-2.41,5.4,8,26.67,25.93,22.33,0.9500000000000001,29.49,4.3,38.54,24.99,2037
1962,AURIONPRO,Technology,Software - Application,42865020928,-0.4387,-6.054,-7.63,-9.33,-3.87,6.76,-18.4,11.7,3,12.2,16.31,23.31,-2.1466666666666665,13.53,23.52,92.14,24.99,2038
2107,HUHTAMAKI,Consumer Cyclical,Packaging & Containers,12091816960,-0.5297,-1.262,9.49,-8.36,3.47,5.14,-22.87,5.4,8,21.63,31.54,17.64,0.08333333333333363,24.33,27.38,38.54,24.92,2039
2001,FLAIR,Industrials,Business Equipment & Supplies,30596276224,-0.4575,-2.33,0.69,-6.17,0.23,-2.79,-18.52,9.47,5,18.97,23.82,21.76,-2.91,10.68,23.76,75.56,24.87,2040
1967,INM,Unknown,Unknown,3882447104,-0.4404,0.74,4.16,-1.96,2.54,4.51,-3.21,5.29,9,26.83,26.67,23.11,1.6966666666666665,34.45,5.79,22.51,24.87,2041
2158,BEDMUTHA,Basic Materials,Steel,3726478592,-0.5634,-6.13,-26.83,2.06,-11.59,1.28,4.77,8.42,6,12.16,6.57,15.64,-2.75,11.26,92.35,59.82,24.8,2042
1956,URBAN,Unknown,Unknown,3197704960,-0.4363,1.0259999999999998,5.8,-1.56,2.75,2.82,-3.29,5.29,9,27.53,27.85,23.52,1.3366666666666667,31.81,5.94,22.51,24.77,2043
2052,BAGFILMS,Communication Services,Broadcasting,1034436096,-0.4917,0.7659999999999998,8.62,-4.82,4.49,8.14,-9.25,3.68,12,26.95,30.5,19.79,2.6033333333333335,41.38,13.84,1.41,24.71,2044
1981,FELDVR,Consumer Cyclical,Department Stores,1349452928,-0.4487,-0.236,-0.66,-0.08,-0.34,5.66,-0.16,5.4,8,24.05,22.68,22.57,1.7466666666666668,34.85,0.23,38.54,24.7,2045
2089,KOTAKBANK,Financial Services,Banks - Regional,3753795911680,-0.5186,0.06,-9.52,3.39,-2.16,-2.05,14.94,4.49,11,24.95,14.7,18.34,-0.27333333333333326,22.25,77.4,7.18,24.69,2046
2025,SULA,Consumer Defensive,Beverages - Wineries & Distilleries,13161946112,-0.4705,-1.542,1.13,-4.5,0.43,4.39,-11.87,6.87,7,20.69,24.13,20.84,0.10666666666666647,24.48,17.25,49.8,24.57,2047
1990,TATVA,Basic Materials,Specialty Chemicals,27965202432,-0.4521,-2.156,1.51,-6.47,0.72,2.31,-13.54,8.42,6,19.48,24.48,22.21,-1.1466666666666667,17.76,18.97,59.82,24.55,2048
2043,SITINET,Communication Services,Entertainment,392659936,-0.4861,0.1959999999999999,6.12,-2.81,2.2,9.54,-7.82,3.68,12,25.38,28.18,20.14,2.9766666666666666,44.45,11.73,1.41,24.54,2049
1969,CONTROLPR,Industrials,Business Equipment & Supplies,9830842368,-0.4428,-3.1800000000000006,-6.04,-4.65,-2.2,2.99,-12.77,9.47,5,17.09,17.25,23.03,-1.2866666666666668,16.86,18.38,75.56,24.53,2050
1983,NAVKARURB,Basic Materials,Building Materials,1133311232,-0.4495,-6.371999999999999,-39.34,17.43,-22.24,2.87,30.83,8.42,6,11.73,3.25,22.49,-0.6466666666666662,20.3,60.07,59.82,24.5,2051
2120,AGNI,Unknown,Unknown,1011902656,-0.5374,-0.6380000000000008,15.61,-12.17,7.05,4.34,-26.95,5.29,9,22.8,39.44,17.13,-0.26000000000000006,22.33,30.13,22.51,24.49,2052
2019,COUNCODOS,Real Estate,Real Estate - Development,386434528,-0.4664,0.4240000000000001,6.37,-4.31,3.58,6.64,-7.67,4.83,10,25.81,28.39,21.1,1.97,36.64,11.5,13.12,24.49,2053
1925,BFUTILITIE,Industrials,Infrastructure Operations,21495033856,-0.4174,-2.118,-13.21,-1.05,-2.83,2.12,-4.9,9.47,5,19.61,12.59,24.74,-0.5866666666666666,20.51,8.25,75.56,24.48,2054
2169,VENTIVE,Consumer Cyclical,Lodging,148730970112,-0.5736,-1.8300000000000003,-18.01,3.27,-5.23,-3.63,11.26,5.4,8,20.22,10.48,15.21,-1.8633333333333333,14.7,82.24,38.54,24.44,2055
1899,SALASAR,Basic Materials,Steel,11921021952,-0.4055,-1.888,-5.39,-1.0,-2.48,3.77,-2.17,8.42,6,20.02,17.95,25.77,0.09666666666666668,24.44,3.85,59.82,24.4,2056
2147,SUPERSPIN,Consumer Cyclical,Textile Manufacturing,282371648,-0.5546,-2.822,-16.21,6.55,-9.07,-2.94,11.71,5.4,8,17.83,11.3,16.07,-1.8200000000000003,14.98,81.52,38.54,24.28,2057
2027,GIRIRAJ,Unknown,Unknown,8616164352,-0.471,1.794,10.26,-5.43,6.61,-1.67,-8.43,5.29,9,30.11,32.58,20.77,-0.1633333333333331,22.96,12.79,22.51,24.22,2058
2217,MARUTI,Consumer Cyclical,Auto Manufacturers,4070255624192,-0.6065,-2.784,-21.88,1.65,-5.74,-0.29,6.29,5.4,8,17.95,8.6,13.34,-1.46,16.0,89.52,38.54,24.22,2059
1985,KFINTECH,Technology,Software - Application,145954668544,-0.4501,-6.39,-20.77,-5.34,-7.09,8.97,-15.64,11.7,3,11.65,8.92,22.41,-1.153333333333333,17.64,20.84,92.14,24.1,2060
2066,WORTHPERI,Consumer Cyclical,Packaging & Containers,2018175744,-0.5015,-0.1079999999999998,8.15,-4.38,2.74,-0.07,-13.03,5.4,8,24.44,30.31,19.24,-0.57,20.65,18.58,38.54,24.09,2061
2076,SHRINGARMS,Consumer Cyclical,Luxury Goods,20164913152,-0.5062,-0.5,-16.95,11.86,-8.74,-10.85,23.0,5.4,8,23.35,10.91,18.85,-2.5766666666666667,12.1,67.89,38.54,24.08,2062
2039,RAJRILTD,Consumer Cyclical,Textile Manufacturing,11261797376,-0.4811,-0.5440000000000002,0.51,-1.54,0.12,4.21,-6.61,5.4,8,23.15,23.68,20.3,0.93,29.41,10.27,38.54,24.02,2063
2135,MVGJL,Consumer Cyclical,Luxury Goods,7630458880,-0.5458,-0.5079999999999996,13.08,-9.37,5.4,-0.53,-22.69,5.4,8,23.31,36.49,16.54,-1.4999999999999998,15.72,27.3,38.54,24.0,2064
2013,TCI,Industrials,Integrated Freight & Logistics,70550577152,-0.4631,-4.491999999999999,-11.1,-5.02,-4.14,7.58,-13.45,9.47,5,14.59,14.0,21.31,-0.5266666666666667,20.84,18.85,75.56,23.96,2065
2208,SHARDAMOTR,Consumer Cyclical,Auto Parts,48630091776,-0.6014,-1.852,-12.56,2.42,-4.7,-8.97,6.47,5.4,8,20.14,12.87,13.69,-3.75,8.84,89.34,38.54,23.94,2066
1940,SIRCA,Basic Materials,Specialty Chemicals,24062664704,-0.4283,-1.8,-4.7,-2.1,-1.6,1.9,-6.17,8.42,6,20.26,18.58,24.17,-0.6000000000000001,20.41,9.72,59.82,23.92,2067
1939,INDIGO,Industrials,Airlines,1721854984192,-0.4259,-3.098,-9.08,-2.27,-3.65,2.77,-5.64,9.47,5,17.4,15.08,24.21,-1.05,18.22,8.98,75.56,23.89,2068
1957,VPRPL,Industrials,Engineering & Construction,4745352192,-0.4363,-4.596,-7.64,-3.96,-5.02,6.81,-6.03,9.47,5,14.51,16.25,23.52,-0.7233333333333336,20.02,9.52,75.56,23.73,2069
2056,DGCONTENT,Communication Services,Internet Content & Information,1557901952,-0.4974,1.247999999999999,8.79,-4.41,5.02,4.98,-7.73,3.68,12,28.47,30.78,19.61,1.8633333333333333,35.94,11.6,1.41,23.7,2070
2087,TARACHAND,Industrials,Farm & Heavy Construction Machinery,4437053440,-0.5144,-5.846,-3.81,-11.78,-1.89,9.63,-23.74,9.47,5,12.59,19.52,18.42,-1.3466666666666665,16.5,27.77,75.56,23.68,2071
2174,BBTC,Consumer Defensive,Packaged Foods,105027649536,-0.5785,-3.3759999999999994,-24.3,3.38,-7.88,-4.38,10.42,6.87,7,16.66,7.7,15.02,-2.9599999999999995,10.56,83.38,49.8,23.67,2072
1994,SHK,Basic Materials,Specialty Chemicals,17900578816,-0.455,-4.102,-7.97,-4.27,-3.99,9.82,-8.53,8.42,6,15.21,16.07,22.04,0.5200000000000001,26.95,12.98,59.82,23.63,2073
2002,AARTIPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,58234003456,-0.4575,-4.854,-7.54,-7.26,-3.25,-2.32,-16.84,11.7,2,13.77,16.43,21.76,-4.276666666666666,7.67,22.06,92.14,23.61,2074
2055,TRF,Industrials,Specialty Industrial Machinery,2486336768,-0.4972,-5.93,-10.62,-7.94,-4.59,10.98,-18.38,9.47,5,12.44,14.08,19.67,-0.5166666666666669,20.88,23.46,75.56,23.6,2075
2009,CORALFINAC,Real Estate,Real Estate Services,1285237888,-0.4612,1.1840000000000002,9.0,-2.41,3.58,0.99,-6.06,4.83,10,28.2,31.05,21.47,0.7200000000000001,28.0,9.58,13.12,23.54,2076
2006,GODREJAGRO,Consumer Defensive,Packaged Foods,111039791104,-0.4604,-0.842,-0.03,-2.09,-0.01,0.55,-6.5,6.87,7,22.45,23.11,21.59,-0.5166666666666665,20.92,10.13,49.8,23.53,2077
2128,RCOM,Communication Services,Telecom Services,2487988992,-0.5431,-0.4199999999999999,11.14,-8.19,4.76,8.64,-19.16,3.68,12,23.5,33.61,16.82,1.736666666666667,34.81,24.48,1.41,23.5,2078
